recording,frame,frame_index,gaze_entropy,hand_stall,instruction_aoi_dwell,z_gaze_entropy,z_hand_stall,z_instruction_aoi_dwell,sni,episode_threshold,support_episode,instruction_proxy,split
22_assy_0_1,000084.jpg,84,2.699926633446282,-522.1335208007731,0.14814814814814814,0.6293829241247942,-7.805889983826099,-0.035047797278529705,0.08287946242930098,0.6252829367396262,0,1,train
22_assy_0_1,000085.jpg,85,2.754356941508889,-520.9052625600312,0.17857142857142858,0.7052202715263357,-7.784521861204629,0.13563472504948385,0.08992462375416857,0.6252829367396262,0,1,train
22_assy_0_1,000086.jpg,86,2.7273966735744795,-460.06381137331397,0.17857142857142858,0.6676567287473986,-6.726057487588288,0.13563472504948385,0.12193255486271062,0.6252829367396262,0,1,train
22_assy_0_1,000087.jpg,87,2.611499798651746,-460.33756641003146,0.17857142857142858,0.5061784663763922,-6.730820029372083,0.13563472504948385,0.11612289659567471,0.6252829367396262,0,1,train
22_assy_0_1,000088.jpg,88,2.48258406742186,-406.00574320167874,0.17857142857142858,0.326561127382843,-5.785604257920892,0.13563472504948385,0.14498738699360172,0.6252829367396262,0,1,train
22_assy_0_1,000089.jpg,89,2.650082493703746,-341.5170001162315,0.21428571428571427,0.5599354512712915,-4.66368760859966,0.33600116430410826,0.2216775590178236,0.6252829367396262,0,1,train
22_assy_0_1,000090.jpg,90,2.7404155298816324,-277.24269738012845,0.25,0.6857958053699427,-3.5455015979403823,0.5363676035587329,0.3155181192480617,0.6252829367396262,0,1,train
22_assy_0_1,000091.jpg,91,2.642026690518651,-275.01580311197245,0.2857142857142857,0.5487113600160337,-3.506760111656305,0.7367340428133573,0.32290832098813266,0.6252829367396262,0,1,train
22_assy_0_1,000092.jpg,92,2.655418823371461,-272.34528978664616,0.3103448275862069,0.5673705201008514,-3.4603009434577876,0.8749177940234433,0.3378990450960404,0.6252829367396262,0,1,train
22_assy_0_1,000093.jpg,93,2.526129815595918,-271.91628165124826,0.32142857142857145,0.387233097645028,-3.4528374491056115,0.937100482067982,0.3297090462785102,0.6252829367396262,0,1,train
22_assy_0_1,000094.jpg,94,2.526129815595918,-272.3210934539114,0.32142857142857145,0.387233097645028,-3.45987999761129,0.937100482067982,0.32919045043111245,0.6252829367396262,0,1,train
22_assy_0_1,000095.jpg,95,2.681433942224374,-272.2725189335225,0.32142857142857145,0.6036171936245702,-3.4590349421713844,0.937100482067982,0.345373345134734,0.6252829367396262,0,1,train
22_assy_0_1,000096.jpg,96,2.7579235654413843,-332.6678211490759,0.32142857142857145,0.7101896223870395,-4.509737620724714,0.937100482067982,0.2780511559912824,0.6252829367396262,0,1,train
22_assy_0_1,000097.jpg,97,2.7740007075203565,-332.9736890573024,0.3333333333333333,0.7325897860543947,-4.515058833114876,1.0038892951528566,0.2836976592146858,0.6252829367396262,0,0,train
22_assy_0_1,000098.jpg,98,2.8056582250119617,-332.2723209269313,0.3333333333333333,0.7766979720510596,-4.502857066649619,1.0038892951528566,0.28752740588693715,0.6252829367396262,0,1,train
22_assy_0_1,000099.jpg,99,2.8056582250119617,-332.4738259568978,0.3333333333333333,0.7766979720510596,-4.506362668359701,1.0038892951528566,0.28728808485674706,0.6252829367396262,0,1,train
22_assy_0_1,000100.jpg,100,2.7740007075203565,-335.5485570534129,0.3333333333333333,0.7325897860543947,-4.5598540506431995,1.0038892951528566,0.2806731559059553,0.6252829367396262,0,1,train
22_assy_0_1,000101.jpg,101,2.7202880467809374,-338.5280584934846,0.34615384615384615,0.6577523313835315,-4.61168871375431,1.0758157092442604,0.27700363658813204,0.6252829367396262,0,1,train
22_assy_0_1,000102.jpg,102,2.7202880467809374,-338.13121593417435,0.38461538461538464,0.6577523313835315,-4.604784806914949,1.2915949515184715,0.292112570178648,0.6252829367396262,0,1,train
22_assy_0_1,000103.jpg,103,2.7933701440844034,-337.42563652144406,0.4230769230769231,0.7595770793835112,-4.592509776379594,1.5073741937926826,0.31535830329528797,0.6252829367396262,0,1,train
22_assy_0_1,000104.jpg,104,2.826245258402609,-277.5775348498472,0.46153846153846156,0.805381734072356,-3.55132679648079,1.7231534360668934,0.4155834549832377,0.6252829367396262,0,1,train
22_assy_0_1,000105.jpg,105,2.8262452584026088,-213.93011171416816,0.5,0.8053817340723554,-2.444046668417235,1.9389326783411043,0.5250014437418297,0.6252829367396262,0,1,train
22_assy_0_1,000106.jpg,106,2.7933701440844034,-210.07046569990825,0.5384615384615384,0.7595770793835112,-2.3769000484537006,2.1547119206153154,0.5446630495690127,0.6252829367396262,0,1,train
22_assy_0_1,000107.jpg,107,2.749322181479532,-207.94761308930077,0.5769230769230769,0.6982053774531557,-2.3399685845431715,2.370491162889526,0.5604304800641181,0.6252829367396262,0,1,train
22_assy_0_1,000108.jpg,108,2.666948741091982,-208.0727914925233,0.6153846153846154,0.5834350695551115,-2.3421463248431293,2.5862704051637375,0.5685292520457846,0.6252829367396262,0,1,train
22_assy_0_1,000109.jpg,109,2.5290255736436507,-207.17371299360565,0.64,0.39126773600871534,-2.3265049727447336,2.7243691202192326,0.5653844171079134,0.6252829367396262,0,1,train
22_assy_0_1,000110.jpg,110,2.666948741091982,-201.56540030828313,0.6153846153846154,0.5834350695551115,-2.2289366363929792,2.5862704051637375,0.5777612022020899,0.6252829367396262,0,1,train
22_assy_0_1,000111.jpg,111,2.5900256641689055,-199.83996926579363,0.6153846153846154,0.4762587129359118,-2.198919152391783,2.5862704051637375,0.5714745910844089,0.6252829367396262,0,1,train
22_assy_0_1,000112.jpg,112,2.5900256641689055,-200.11383614631833,0.6153846153846154,0.4762587129359118,-2.203683639932674,2.5862704051637375,0.571085619698633,0.6252829367396262,0,1,train
22_assy_0_1,000113.jpg,113,2.4490255736436506,-200.93918415320346,0.64,0.2798043251247472,-2.218042295817494,2.7243691202192326,0.5651386160577746,0.6252829367396262,0,1,train
22_assy_0_1,000114.jpg,114,2.449082295352821,-134.11492126669654,0.625,0.2798833550644385,-1.0554943917336057,2.6402152157322902,0.6505675176011273,0.6252829367396262,1,1,train
22_assy_0_1,000115.jpg,115,2.403107168362811,-129.40585736501424,0.625,0.21582654918781244,-0.9735703699393712,2.6402152157322902,0.6519202152098413,0.6252829367396262,1,1,train
22_assy_0_1,000116.jpg,116,2.3291722720787553,-128.24938784519722,0.625,0.1128136026481465,-0.9534511623592805,2.6402152157322902,0.6456240970165729,0.6252829367396262,1,1,train
22_assy_0_1,000117.jpg,117,2.217090774749888,-126.01225122884722,0.625,-0.04334872221757731,-0.9145314889929745,2.6402152157322902,0.6366326128112907,0.6252829367396262,1,1,train
22_assy_0_1,000118.jpg,118,2.0156546557441946,-121.40314381875253,0.625,-0.32400818346262106,-0.8343464195608798,2.6402152157322902,0.6210373415110971,0.6252829367396262,0,1,train
22_assy_0_1,000119.jpg,119,1.9439592513355664,-119.82663423187572,0.625,-0.4239008624637608,-0.80691973594591,2.6402152157322902,0.6153359932923043,0.6252829367396262,0,1,train
22_assy_0_1,000120.jpg,120,1.8468226336265308,-120.8953594601094,0.625,-0.5592405966085253,-0.825512447940875,2.6402152157322902,0.6031212390748973,0.6252829367396262,0,1,train
22_assy_0_1,000121.jpg,121,1.7533290512626212,-122.99673868064565,0.6086956521739131,-0.6895045164340574,-0.8620703372911686,2.5487435804203966,0.58234068353993,0.6252829367396262,0,1,train
22_assy_0_1,000122.jpg,122,1.633551333777253,-122.85711108162177,0.5652173913043478,-0.8563899281692505,-0.8596412229906761,2.3048192195886794,0.5489087797801404,0.6252829367396262,0,1,train
22_assy_0_1,000123.jpg,123,1.680155966959864,-117.97334589601647,0.5416666666666666,-0.7914560359501256,-0.7746779067442096,2.172693524138166,0.5503751398379596,0.6252829367396262,0,1,train
22_assy_0_1,000124.jpg,124,1.6130876138583303,-115.54501876865554,0.5416666666666666,-0.8849018784384669,-0.7324320743114882,2.172693524138166,0.5461482502373683,0.6252829367396262,0,1,train
22_assy_0_1,000125.jpg,125,1.600983694881109,-114.00567527293816,0.5416666666666666,-0.9017661796167704,-0.7056519726341863,2.172693524138166,0.546967402154884,0.6252829367396262,0,1,train
22_assy_0_1,000126.jpg,126,1.5636254885377856,-48.14262835720441,0.5416666666666666,-0.9538170934109443,0.4401735679858181,2.172693524138166,0.6348351970142598,0.6252829367396262,1,0,train
22_assy_0_1,000127.jpg,127,1.743372658078689,-42.449518283614324,0.52,-0.7033766857388445,0.5392171323721815,2.051137884323694,0.6522610423683618,0.6252829367396262,1,0,train
22_assy_0_1,000128.jpg,128,1.7735681581652276,-42.12470383996499,0.52,-0.6613055178264352,0.5448679593977193,2.051137884323694,0.655860295321005,0.6252829367396262,1,0,train
22_assy_0_1,000129.jpg,129,1.743372658078689,-41.51318601625528,0.52,-0.7033766857388445,0.5555065917380575,2.051137884323694,0.6534915951126942,0.6252829367396262,1,0,train
22_assy_0_1,000130.jpg,130,1.569432036254818,-38.36173557440222,0.52,-0.9457268732359325,0.6103326675935129,2.051137884323694,0.6392048323056231,0.6252829367396262,1,0,train
22_assy_0_1,000131.jpg,131,1.5700578392573044,-34.2921315698283,0.5,-0.9448549465209505,0.6811319462029012,1.9389326783411043,0.6360829971517272,0.6252829367396262,1,0,train
22_assy_0_1,000132.jpg,132,1.5852967004606704,-33.23972371830175,0.46153846153846156,-0.9236227534245186,0.6994407832807086,1.7231534360668934,0.6223787580444171,0.6252829367396262,0,0,train
22_assy_0_1,000133.jpg,133,1.6993660159854245,-33.160111182506256,0.4230769230769231,-0.7646908161046604,0.7008258099556012,1.5073741937926826,0.6180240512195143,0.6252829367396262,0,0,train
22_assy_0_1,000134.jpg,134,1.7161182137782958,-35.13872905341494,0.4,-0.7413501022822064,0.6664036111995221,1.377906648428156,0.6069047838515393,0.6252829367396262,0,0,train
22_assy_0_1,000135.jpg,135,1.9037164512140086,-39.62440566104038,0.4,-0.47997085952714325,0.5883658788948678,1.377906648428156,0.6213856797482624,0.6252829367396262,0,0,train
22_assy_0_1,000136.jpg,136,1.9037164512140086,-41.5903687345331,0.4,-0.47997085952714325,0.5541638368240561,1.377906648428156,0.6186998048789404,0.6252829367396262,0,0,train
22_assy_0_1,000137.jpg,137,1.9037164512140086,-41.880414523217944,0.4,-0.47997085952714325,0.5491178833161723,1.377906648428156,0.6183029281722403,0.6252829367396262,0,0,train
22_assy_0_1,000138.jpg,138,1.9037164512140086,-40.995975066893145,0.4,-0.47997085952714325,0.5645045586317798,1.377906648428156,0.6195126326300414,0.6252829367396262,0,0,train
22_assy_0_1,000139.jpg,139,1.885307048913757,-39.671975854609556,0.4230769230769231,-0.5056205441861582,0.5875382958218657,1.5073741937926826,0.6294280627894765,0.6252829367396262,1,0,train
22_assy_0_1,000140.jpg,140,1.9037164512140086,-40.680182615238685,0.44,-0.47997085952714325,0.5699984292251589,1.6023170603933354,0.6374041077157714,0.6252829367396262,1,0,train
22_assy_0_1,000141.jpg,141,1.9037164512140086,-42.746104226627104,0.44,-0.47997085952714325,0.5340573991923955,1.6023170603933354,0.634630677123887,0.6252829367396262,1,0,train
22_assy_0_1,000142.jpg,142,1.796118213778296,-43.37219715127829,0.44,-0.6298866913982379,0.5231652024681132,1.6023170603933354,0.6221142502037303,0.6252829367396262,0,0,train
22_assy_0_1,000143.jpg,143,1.9622301258368338,-40.780231383695124,0.4230769230769231,-0.3984441875669585,0.5682578715137666,1.5073741937926826,0.6362356222757434,0.6252829367396262,1,0,train
22_assy_0_1,000144.jpg,144,2.0440190058704792,-39.15646773173337,0.4074074074074074,-0.284488343305336,0.5965066384851551,1.4194641321254113,0.6404138472237075,0.6252829367396262,1,0,train
22_assy_0_1,000145.jpg,145,2.1156882071197143,-41.62887847328623,0.37037037037037035,-0.18463217297322002,0.5534938793244829,1.211676713639134,0.6287472242875719,0.6252829367396262,1,0,train
